_id,TrainingName,Coe_Name,UserType,Date,WorkSessions
6613824114564315c8402087,'DevOps Operations',Chrotoem Champneys,Employee,2024-04-02T04:00:01Z,66137d41e10537e83cb67297
6613824114564315c8402095,'DBT',Lamar Paule,Intern,2024-04-04T15:42:56Z,66137d41e10537e841ea2bf4
6613824114564315c8402095,'Node JS',Ivory Estoile,Employee,2024-04-26T15:36:04Z,66137d41e10537e7916b9ff9
6613824114564315c840209a,'UI / UX Concept Figma',Sandi Vearncombe,Intern,2024-04-01T10:39:37Z,66137d41e10537e7c52101e3
6613824114564315c8402085,'SQL',Adaline Britt,Intern,2024-05-23T08:45:40Z,66137d41e10537e8a3bcefa3
6613824114564315c8402091,'DBT',Beaufort Eberz,Intern,2024-05-27T22:18:27Z,66137d41e10537e6f9e7849a
6613824114564315c8402088,ADF',Zacherie Ruter,Intern,2024-05-13T11:25:09Z,66137d41e10537e8c57ab20b
6613824114564315c840208b,'Quality Assurance Basics',Gibbie Daw,Intern,2024-04-18T15:41:13Z,66137d41e10537e6f9e78496
6613824114564315c8402090,'SQL',Alena Grasser,Intern,2024-05-23T21:32:13Z,66137d41e10537e8a3bcefac
6613824114564315c8402092,'Python & Web Scraping',Xenos Lumpkin,Employee,2024-04-09T05:00:25Z,66137d41e10537e82b6ef5b4
6613824114564315c8402092,'Python & Web Scraping',Amie Mosedill,Employee,2024-04-09T16:03:39Z,66137d41e10537e6f9e7849e
6613824114564315c8402099,ADF',Stanislaus Gonsalvo,Intern,2024-04-09T04:59:51Z,66137d41e10537e73df51f3f
6613824114564315c8402085,'Quality Assurance Basics',Rona Cowl,Employee,2024-05-19T06:08:43Z,66137d41e10537e6d7ef106c
6613824114564315c8402096,'Software Components',Marshal Tolfrey,Employee,2024-05-20T01:31:33Z,66137d41e10537e83e6ca32d
6613824114564315c840208d,'Data Warehouse - ETL,Letty Stern,Employee,2024-04-20T02:30:21Z,66137d41e10537e72c30ffb8
6613824114564315c840208e,'Cloud Platforms',Nerti Embury,Intern,2024-04-03T11:18:45Z,66137d41e10537e7b003c57a
6613824114564315c8402090,ADF',Siobhan Pyvis,Intern,2024-05-25T07:30:18Z,66137d41e10537e7a67f3cdb
6613824114564315c840208b,'OS & Networking',Hamlen Izachik,Intern,2024-04-15T21:13:20Z,66137d41e10537e875099a5c
6613824114564315c8402097,'Python & Web Scraping',Ag Scally,Intern,2024-04-14T13:41:14Z,66137d41e10537e6d7ef1060
6613824114564315c8402092,'Node JS',Townsend Draisey,Intern,2024-04-11T12:16:39Z,66137d41e10537e80c7b84b8
6613824114564315c840209a,'React JS',Crysta Pressnell,Intern,2024-05-01T01:22:29Z,66137d41e10537e7916b9ffd
6613824114564315c8402092,'Data Warehouse - ETL,Melody Schohier,Intern,2024-05-11T11:56:03Z,66137d41e10537e8b1b75e24
6613824114564315c8402094,'DBT',Aile De Gouy,Intern,2024-04-05T11:39:40Z,66137d41e10537e8b1b75e34
6613824114564315c8402096,'Node JS',Chandal Lean,Intern,2024-05-10T12:01:05Z,66137d41e10537e8c57ab1fe
6613824114564315c840208e,'React JS',Claire Timson,Employee,2024-04-16T01:24:41Z,66137d41e10537e7714b1e88
6613824114564315c8402092,'DBT',Rouvin Vance,Intern,2024-04-29T07:31:54Z,66137d41e10537e6f9e7849f
6613824114564315c8402088,'SQL',Jarrad Beresfore,Intern,2024-04-17T21:11:49Z,66137d41e10537e8928bbda7
6613824114564315c8402088,'React JS',Hal Trowl,Employee,2024-04-16T19:59:28Z,66137d41e10537e8a3bcefad
6613824114564315c840208e,ADF',Preston Ritelli,Intern,2024-05-28T13:56:57Z,66137d41e10537e7b003c585
6613824114564315c8402093,'React JS',Seth Mallall,Intern,2024-05-27T14:00:09Z,66137d41e10537e71b41a8ab
6613824114564315c8402095,'UI Path / Microsoft Power Automate',Robby De La Haye,Intern,2024-04-02T23:48:59Z,66137d3ce10537e70a816aaa
6613824114564315c8402098,'Node JS',Barrett Pheazey,Intern,2024-04-29T03:51:51Z,66137d41e10537e8928bbdbb
6613824114564315c8402099,'ML Basics',Abagail Paddington,Employee,2024-04-19T08:57:09Z,66137d41e10537e71b41a8a6
6613824114564315c8402094,'DevOps Operations',Maison Cleal,Employee,2024-05-24T03:33:05Z,66137d41e10537e6f9e78493
6613824114564315c8402095,'UI / UX Concept Figma',Ailee Kirsch,Intern,2024-05-14T13:02:21Z,66137d41e10537e841ea2c02
6613824114564315c840208e,ADF',Terrell Walwood,Intern,2024-04-20T17:35:40Z,66137d41e10537e740772b72
6613824114564315c8402098,'DBT',Charisse Ludye,Employee,2024-05-29T18:15:29Z,66137d41e10537e8928bbdb2
6613824114564315c8402088,'Quality Assurance Basics',Jo Antushev,Intern,2024-04-24T20:42:16Z,66137d41e10537e841ea2bfd
6613824114564315c8402089,'Node JS',Alyssa Stilgo,Intern,2024-05-23T13:50:19Z,66137d41e10537e73df51f3c
6613824114564315c8402094,ADF',Walt Giorgiutti,Intern,2024-04-24T08:19:21Z,66137d41e10537e6dda6ca5a
6613824114564315c840209a,'Git & Version Control',Massimiliano Stallen,Employee,2024-05-16T01:47:13Z,66137d41e10537e73df51f58
6613824114564315c840208e,'Node JS',Jameson O'Neil,Employee,2024-05-21T14:45:22Z,66137d41e10537e7c52101f8
6613824114564315c8402089,'ML Basics',Berni Finlason,Intern,2024-04-26T04:52:37Z,66137d3ce10537e85f4fe2db
6613824114564315c840208f,'Node JS',Wadsworth Gilbanks,Intern,2024-04-17T20:18:18Z,66137d41e10537e7a3c9712b
6613824114564315c840208e,'Data Warehouse - ETL,Ingamar Meeny,Intern,2024-05-23T13:04:38Z,66137d41e10537e7b003c573
6613824114564315c8402087,'Typescript',Penni Volkers,Intern,2024-05-03T13:18:44Z,66137d41e10537e80c7b84b8
6613824114564315c8402092,'SQL',Pebrook Rachuig,Employee,2024-05-18T17:17:56Z,66137d41e10537e7a3c97112
6613824114564315c8402096,ADF',Pacorro Pitone,Intern,2024-05-27T18:00:47Z,66137d41e10537e7c52101fe
6613824114564315c8402092,'Git & Version Control',Wilmette Gentric,Intern,2024-04-21T20:05:29Z,66137d41e10537e7a67f3cd7
6613824114564315c8402094,'Node JS',Nevile Bewly,Intern,2024-05-06T05:04:53Z,66137d41e10537e752949de6
6613824114564315c8402088,'ML Basics',Allx Junkin,Intern,2024-05-11T02:56:00Z,66137d41e10537e7a67f3ce2
6613824114564315c8402098,'Node JS',Randy Hosten,Intern,2024-04-29T16:52:36Z,66137d41e10537e8b1b75e39
6613824114564315c8402085,'SQL',Jacques Roper,Intern,2024-05-28T06:02:19Z,66137d41e10537e73df51f4a
6613824114564315c840208b,'OS & Networking',Marius Baum,Intern,2024-05-05T18:38:28Z,66137d41e10537e6f9e78492
6613824114564315c8402097,'Node JS',Rossie Ambrogi,Employee,2024-04-30T11:22:30Z,66137d41e10537e7a3c97114
6613824114564315c8402089,'Javascript',Ronnica Bubb,Employee,2024-05-01T13:44:38Z,66137d41e10537e8c57ab217
6613824114564315c8402088,'SQL',Stanwood Beardsdale,Employee,2024-04-17T16:28:39Z,66137d41e10537e80985c23a
6613824114564315c840208d,'Cloud Platforms',Karney Haime,Employee,2024-04-01T15:06:11Z,66137d41e10537e6f9e784a2
6613824114564315c8402095,'Power BI',Jessie Quare,Intern,2024-05-05T14:40:59Z,66137d41e10537e73df51f51
6613824114564315c840209a,'Data Warehouse - ETL,Allayne Stove,Intern,2024-04-23T14:35:44Z,66137d41e10537e7b003c583
6613824114564315c8402095,'UI / UX Concept Figma',Minne Pingston,Intern,2024-05-23T02:16:30Z,66137d41e10537e7714b1e71
6613824114564315c840208e,'ML Basics',Irvine Borrill,Intern,2024-04-25T14:28:31Z,66137d3ce10537e70a816aad
6613824114564315c840208b,'Software Components',Clio Frogley,Employee,2024-05-13T00:40:52Z,66137d41e10537e752949dfb
6613824114564315c8402086,'SQL',Madge Madge,Intern,2024-05-14T10:55:17Z,66137d41e10537e6c405f670
6613824114564315c840208a,'DBT',Ophelia Shillito,Intern,2024-05-09T05:11:00Z,66137d41e10537e7c28559ca
6613824114564315c8402086,'Analytics & Reporting',Lavina McGlone,Intern,2024-05-23T13:17:22Z,66137d41e10537e770366057
6613824114564315c8402087,'Python & Web Scraping',Penn Loverock,Employee,2024-04-30T15:09:08Z,66137d41e10537e8a3bcefbe
6613824114564315c840208c,'SQL',Reuben Leney,Intern,2024-04-11T06:59:15Z,66137d41e10537e71b41a8b9
6613824114564315c8402087,'UI / UX Concept Figma',Mollie Gavrielli,Employee,2024-04-25T21:31:19Z,66137d41e10537e8b1b75e2a
6613824114564315c8402085,'OS & Networking',Thatch Balaam,Employee,2024-05-09T03:22:53Z,66137d3ce10537e85f4fe2de
6613824114564315c8402099,'Data Warehouse - ETL,Rob Rhodus,Intern,2024-04-06T00:04:39Z,66137d41e10537e83e6ca33d
6613824114564315c8402087,ADF',Tades Lasselle,Intern,2024-04-06T06:17:42Z,66137d41e10537e83cb672a6
6613824114564315c8402099,'DevOps Operations',Lisa Gelletly,Employee,2024-05-30T06:59:16Z,66137d41e10537e740772b86
6613824114564315c8402097,'HTML & CSS',Gunther Boyd,Employee,2024-04-17T20:27:16Z,66137d41e10537e875099a4d
6613824114564315c8402097,'SQL',Darlleen Somersett,Intern,2024-04-07T17:04:04Z,66137d41e10537e80985c238
6613824114564315c8402096,'Power BI',Shurwood Christon,Employee,2024-04-25T07:32:35Z,66137d41e10537e7916ba00c
6613824114564315c8402093,'React JS',Eran Peach,Intern,2024-05-07T21:10:14Z,66137d41e10537e83cb67292
6613824114564315c8402085,'DBT',Etan Gallico,Intern,2024-04-09T13:33:52Z,66137d3ce10537e85f4fe2dc
6613824114564315c8402095,'SQL',Tiebold Huxter,Employee,2024-05-04T22:51:12Z,66137d41e10537e83e6ca33f
6613824114564315c8402087,'Cloud Platforms',Laurene De Cristoforo,Employee,2024-04-30T22:18:03Z,66137d41e10537e8928bbd9e
6613824114564315c8402099,'SQL',Aharon D'Almeida,Employee,2024-04-12T13:51:51Z,66137d41e10537e8a3bcefbd
6613824114564315c840208a,'Power BI',Konstantine Nutt,Intern,2024-04-19T21:28:20Z,66137d41e10537e7916b9ff7
6613824114564315c8402088,'Quality Assurance Basics',Sean Bacup,Intern,2024-05-26T06:44:38Z,66137d41e10537e6c405f683
6613824114564315c8402094,'DBT',Esmeralda Lippiatt,Intern,2024-04-21T04:08:12Z,66137d41e10537e6f9e78491
6613824114564315c840208a,ADF',Andriana Perritt,Intern,2024-04-02T06:40:01Z,66137d41e10537e80c7b84d6
6613824114564315c8402098,'ML Basics',Amara Seniour,Employee,2024-05-21T19:39:29Z,66137d41e10537e8b1b75e24
6613824114564315c8402089,'SQL',Yancey Blaby,Intern,2024-04-25T18:36:11Z,66137d41e10537e72c30ffac
6613824114564315c8402096,'Security Testing',Grete Rodolico,Intern,2024-04-11T08:42:05Z,66137d41e10537e752949de7
6613824114564315c8402097,'Git & Version Control',Curtice Welton,Intern,2024-05-17T02:56:42Z,66137d41e10537e7714b1e75
6613824114564315c8402098,'ML Basics',Gregoire McClymont,Employee,2024-05-26T05:47:26Z,66137d41e10537e83cb6728e
6613824114564315c840208f,'HTML & CSS',Cly Horsted,Intern,2024-04-27T09:45:16Z,66137d41e10537e7714b1e80
6613824114564315c8402093,'Quality Assurance Basics',Heda Farran,Intern,2024-04-20T15:00:26Z,66137d41e10537e72c30ffaf
6613824114564315c8402098,'Node JS',Mae Gislebert,Intern,2024-05-24T23:16:21Z,66137d41e10537e72c30ffa1
6613824114564315c8402094,'React JS',Adan Hindsberg,Intern,2024-05-07T09:37:04Z,66137d41e10537e7e7de053c
6613824114564315c8402087,'Data Warehouse - ETL,Beverly Stanmer,Intern,2024-04-23T23:58:05Z,66137d41e10537e80c7b84bc
6613824114564315c8402097,'React JS',Sidnee Knevet,Intern,2024-05-06T21:31:24Z,66137d41e10537e7c28559c4
6613824114564315c840209a,'UI Path / Microsoft Power Automate',Margarita Sheran,Intern,2024-04-25T20:44:59Z,66137d41e10537e80c7b84d6
6613824114564315c840208f,'Node JS',Crosby Noyes,Employee,2024-04-15T03:58:34Z,66137d41e10537e7a67f3cd7
6613824114564315c8402095,'Python for DS',Nelson Jerrold,Intern,2024-04-15T10:53:49Z,66137d41e10537e7a3c9711a
6613824114564315c8402089,'Security Testing',Aleksandr Kave,Intern,2024-05-11T02:17:33Z,66137d41e10537e7c28559c8
6613824114564315c8402097,'Python for DS',Cozmo Brinded,Intern,2024-05-24T16:49:05Z,66137d41e10537e8a3bcefae
6613824114564315c8402086,'Node JS',Evangeline Harnor,Intern,2024-05-08T02:26:11Z,66137d41e10537e740772b73
6613824114564315c840208c,'ML Basics',Fernanda Padly,Employee,2024-04-06T16:27:56Z,66137d41e10537e7c28559d1
6613824114564315c8402085,'DBT',Lonnie Dibb,Employee,2024-05-10T09:30:29Z,66137d41e10537e80c7b84b8
6613824114564315c8402085,'SQL',Shawn Bythway,Intern,2024-04-09T23:04:28Z,66137d41e10537e8a3bcefab
6613824114564315c8402098,'DevOps Operations',Doy Scurfield,Intern,2024-05-09T01:07:58Z,66137d41e10537e7a3c9712d
6613824114564315c840208c,'UI / UX Concept Figma',Ali Morden,Employee,2024-04-17T18:17:30Z,66137d41e10537e83cb67297
6613824114564315c840209a,'DBT',Issi Baugham,Intern,2024-04-10T07:32:15Z,66137d41e10537e740772b71
6613824114564315c8402099,ADF',Chloette Mainston,Intern,2024-05-17T14:40:57Z,66137d3ce10537e70a816ab1
6613824114564315c840208d,'DBT',Kathryn McLanachan,Employee,2024-04-02T19:29:46Z,66137d41e10537e6f9e78499
6613824114564315c8402086,'Typescript',Cati Lewnden,Employee,2024-04-01T16:02:20Z,66137d41e10537e8c57ab208
6613824114564315c840208e,'OS & Networking',Darill Martonfi,Intern,2024-05-05T07:23:30Z,66137d41e10537e7c52101e6
6613824114564315c8402085,'SQL',Preston Idle,Employee,2024-05-01T16:06:57Z,66137d41e10537e7916ba005
6613824114564315c8402099,ADF',Barbey Shelly,Intern,2024-05-24T03:38:39Z,66137d41e10537e7714b1e74
6613824114564315c8402097,'SQL',Tressa Galland,Employee,2024-05-06T11:03:55Z,66137d41e10537e770366047
6613824114564315c8402086,ADF',Merrielle Andreone,Intern,2024-04-24T05:10:23Z,66137d41e10537e752949df1
6613824114564315c8402086,'Git & Version Control',Manuel Stokoe,Employee,2024-05-02T16:33:34Z,66137d41e10537e80c7b84d5
6613824114564315c8402088,'Node JS',Dodie Angrove,Intern,2024-04-27T02:31:22Z,66137d41e10537e80985c22e
6613824114564315c8402098,'DevOps Operations',Vincents Cope,Intern,2024-05-03T17:39:37Z,66137d41e10537e77036604e
6613824114564315c8402089,'Node JS',Siusan Offner,Employee,2024-04-27T04:34:00Z,66137d41e10537e6f9e78493
6613824114564315c840208a,'Node JS',Winslow MacRedmond,Employee,2024-05-18T11:43:39Z,66137d3ce10537e85f4fe2d2
6613824114564315c8402089,'SQL',Robin Reichhardt,Intern,2024-05-28T23:30:55Z,66137d41e10537e7916b9ff4
6613824114564315c840208d,'Typescript',Nertie De Maria,Employee,2024-05-15T02:20:35Z,66137d41e10537e72c30ffb4
6613824114564315c8402091,'ML Basics',Alverta Cranshaw,Employee,2024-05-09T18:19:20Z,66137d41e10537e8d6b75c29
6613824114564315c840208c,'ML Basics',Pavlov Coggill,Intern,2024-04-05T05:59:34Z,66137d41e10537e7e7de0537
6613824114564315c8402091,'Python for DS',Fairlie Roffey,Employee,2024-05-04T09:27:08Z,66137d41e10537e7714b1e8a
6613824114564315c840208c,'DBT',Mylo Olman,Intern,2024-05-22T09:56:07Z,66137d41e10537e8c57ab203
6613824114564315c840208e,'React JS',Nora Semorad,Intern,2024-05-05T23:12:55Z,66137d41e10537e875099a47
6613824114564315c8402090,'Cloud Platforms',Daren Searchfield,Employee,2024-05-03T13:08:28Z,66137d41e10537e82b6ef5b2
6613824114564315c8402091,'Python for DS',Penn Cuseck,Intern,2024-05-30T09:08:26Z,66137d41e10537e7b003c56c
6613824114564315c8402088,'Security Testing',Kakalina Ingrem,Employee,2024-04-03T16:24:49Z,66137d41e10537e72c30ffc0
6613824114564315c8402096,'DevOps Operations',Ryun Scyone,Intern,2024-05-11T11:18:16Z,66137d41e10537e6dda6ca52
6613824114564315c8402096,'ML Basics',Enrika Pietruschka,Intern,2024-04-29T22:35:48Z,66137d41e10537e83cb6729d
6613824114564315c8402095,'ML Basics',Horatio Jamrowicz,Employee,2024-04-13T09:09:33Z,66137d41e10537e8d6b75c40
6613824114564315c8402093,ADF',Ali Greenway,Employee,2024-04-11T07:39:04Z,66137d41e10537e7a3c97128
6613824114564315c840208f,'React JS',Lamont Robertz,Employee,2024-04-30T06:15:52Z,66137d41e10537e875099a4a
6613824114564315c8402087,'HTML & CSS',Garwood McMenamin,Intern,2024-04-17T16:49:01Z,66137d41e10537e6c405f686
6613824114564315c8402091,'DevOps Operations',Erek Margett,Intern,2024-04-06T06:56:11Z,66137d41e10537e8b1b75e33
6613824114564315c8402093,'React JS',Agnola Castro,Intern,2024-05-29T01:53:17Z,66137d41e10537e83cb672a6
6613824114564315c8402098,'DBT',Alfred Mantrip,Intern,2024-04-05T01:49:45Z,66137d41e10537e8c57ab20d
6613824114564315c840208a,'React JS',Tommie Louys,Intern,2024-05-13T08:03:06Z,66137d41e10537e72c30ffa9
6613824114564315c8402090,'Analytics & Reporting',Wren Stilly,Employee,2024-04-18T06:23:40Z,66137d41e10537e6f9e78488
6613824114564315c8402093,'Software Components',Renato Willoughway,Intern,2024-05-13T16:08:30Z,66137d41e10537e7a3c9711d
6613824114564315c840208a,'DBT',Derby Ludvigsen,Employee,2024-04-13T22:28:54Z,66137d41e10537e8928bbdaf
6613824114564315c8402085,'HTML & CSS',Richmond Exton,Intern,2024-04-28T03:20:16Z,66137d41e10537e8928bbdb4
6613824114564315c840209a,'UI Path / Microsoft Power Automate',Ronalda Amaya,Intern,2024-05-17T20:47:52Z,66137d41e10537e80c7b84d0
6613824114564315c840208a,'Data Warehouse - ETL,Dedra Gaskal,Employee,2024-04-15T11:11:34Z,66137d41e10537e7b003c575
6613824114564315c8402086,'DevOps Operations',Sascha Corbett,Intern,2024-04-09T17:00:37Z,66137d41e10537e7714b1e77
6613824114564315c8402098,'Node JS',Norrie Murden,Intern,2024-04-04T15:11:26Z,66137d41e10537e83e6ca33f
6613824114564315c8402090,'UI / UX Concept Figma',Joshuah Nund,Intern,2024-04-05T20:24:17Z,66137d41e10537e841ea2c0b
6613824114564315c8402094,'SQL',Tom Muston,Intern,2024-05-21T07:41:44Z,66137d41e10537e8a3bcefbc
6613824114564315c8402095,'ML Basics',Van Cuthill,Employee,2024-04-22T23:16:34Z,66137d41e10537e8928bbdb3
6613824114564315c840208c,'React JS',Cam Huxham,Employee,2024-05-07T06:35:04Z,66137d41e10537e752949de7
6613824114564315c8402093,'React JS',Karl Pinchin,Intern,2024-05-26T23:44:34Z,66137d41e10537e80985c229
6613824114564315c840208a,'ML Basics',Giovanni Aspinell,Employee,2024-04-07T03:00:44Z,66137d41e10537e7b003c576
6613824114564315c8402086,'Python for DS',Trenna Grimsdell,Intern,2024-04-08T12:47:13Z,66137d41e10537e841ea2bfd
6613824114564315c840208a,'ML Basics',Brier Mariyushkin,Intern,2024-05-31T08:38:37Z,66137d41e10537e7c28559cd
6613824114564315c8402088,'SQL',Carlye McQuillin,Intern,2024-05-28T12:28:30Z,66137d41e10537e6f9e7848f
6613824114564315c8402086,'DBT',Tristan Choat,Employee,2024-04-21T10:51:37Z,66137d41e10537e7e7de052c
6613824114564315c8402095,'OS & Networking',Daphene Dyett,Employee,2024-05-15T05:01:10Z,66137d41e10537e8c57ab1ff
6613824114564315c840208f,ADF',Abner Weathey,Employee,2024-05-13T06:25:10Z,66137d41e10537e8d6b75c3c
6613824114564315c8402090,'HTML & CSS',Devora Lurner,Employee,2024-05-15T14:35:45Z,66137d41e10537e8928bbda2
6613824114564315c8402098,'HTML & CSS',Madelin Been,Intern,2024-05-10T10:52:32Z,66137d41e10537e8b1b75e34
6613824114564315c8402086,ADF',Caddric Sammonds,Intern,2024-05-26T20:57:29Z,66137d41e10537e740772b82
6613824114564315c8402088,'UI / UX Concept Figma',Gunner Jex,Intern,2024-05-08T09:47:04Z,66137d41e10537e80985c23d
6613824114564315c8402099,'DevOps Operations',Ingamar Jeakins,Intern,2024-05-03T06:07:59Z,66137d41e10537e7c28559d8
6613824114564315c8402091,'Typescript',Marnia Fattorini,Intern,2024-04-30T03:44:20Z,66137d41e10537e6dda6ca52
6613824114564315c840208c,'React JS',Weider Stitle,Intern,2024-05-09T16:53:02Z,66137d41e10537e8928bbdb7
6613824114564315c8402091,'Data Warehouse - ETL,Augusto Aronov,Employee,2024-04-07T16:50:19Z,66137d41e10537e7b003c573
6613824114564315c8402093,'React JS',Lou Levick,Intern,2024-05-01T07:19:26Z,66137d41e10537e8b1b75e22
6613824114564315c840208d,'Javascript',Lita Dryburgh,Intern,2024-05-25T19:16:58Z,66137d41e10537e6c405f673
6613824114564315c840208f,'UI Path / Microsoft Power Automate',Brent Cocker,Employee,2024-05-19T10:56:35Z,66137d41e10537e73df51f57
6613824114564315c8402092,'Analytics & Reporting',Eli Jessope,Intern,2024-05-29T13:07:36Z,66137d41e10537e7c52101ff
6613824114564315c8402095,'ML Basics',Micky Davidoff,Intern,2024-05-10T05:16:10Z,66137d41e10537e8928bbda7
6613824114564315c840208c,'Git & Version Control',Lawry Toffolini,Employee,2024-04-14T08:11:52Z,66137d3ce10537e70a816ab6
6613824114564315c8402096,'UI / UX Concept Figma',Corie Elderidge,Employee,2024-05-10T21:35:50Z,66137d41e10537e875099a53
6613824114564315c8402090,'Software Components',Yorke Rodell,Employee,2024-04-13T05:58:56Z,66137d41e10537e770366046
6613824114564315c840208a,'OS & Networking',Windham Mulliner,Employee,2024-05-28T23:57:49Z,66137d41e10537e841ea2bf3
6613824114564315c8402099,'Data Warehouse - ETL,Livy O'Doherty,Employee,2024-05-22T23:58:16Z,66137d41e10537e8c57ab212
6613824114564315c840209a,ADF',Lauretta Brew,Intern,2024-04-05T23:53:17Z,66137d41e10537e8b1b75e20
6613824114564315c8402099,'Data Warehouse - ETL,Willyt Haddleston,Intern,2024-05-31T17:15:29Z,66137d41e10537e770366053
6613824114564315c840208d,'HTML & CSS',Shena Maulkin,Employee,2024-05-12T20:33:06Z,66137d41e10537e72c30ffb6
6613824114564315c8402088,'Software Components',Caryl O'Neal,Employee,2024-05-28T18:05:43Z,66137d41e10537e6f9e78488
6613824114564315c8402090,'Typescript',Christalle Worland,Intern,2024-05-08T16:26:54Z,66137d41e10537e80c7b84d6
6613824114564315c8402089,'React JS',Amberly Rickeard,Intern,2024-04-05T19:38:12Z,66137d41e10537e7916b9ffc
6613824114564315c8402087,'React JS',Mimi Rachuig,Intern,2024-05-01T11:05:21Z,66137d41e10537e80c7b84bf
6613824114564315c840208a,'React JS',Jecho Keasey,Intern,2024-04-27T13:50:00Z,66137d41e10537e7714b1e74
6613824114564315c840208b,'Data Warehouse - ETL,Issi Cadwell,Employee,2024-04-03T19:29:14Z,66137d41e10537e8d6b75c4e
6613824114564315c8402094,'React JS',Fancie Stebbins,Intern,2024-05-12T09:14:18Z,66137d41e10537e841ea2bef
6613824114564315c840208f,'DBT',Melicent Mc Coughan,Intern,2024-04-29T21:00:20Z,66137d41e10537e7a67f3cd5
6613824114564315c8402098,'DBT',Forbes Kiefer,Intern,2024-04-30T02:35:02Z,66137d41e10537e73df51f58
6613824114564315c8402091,'Python for DS',Horatius Muddicliffe,Employee,2024-04-13T07:07:24Z,66137d41e10537e6dda6ca68
6613824114564315c8402095,'Typescript',Janeta Rignold,Intern,2024-05-06T14:01:18Z,66137d41e10537e80985c241
6613824114564315c8402098,'Python for DS',Jo Nertney,Intern,2024-04-13T09:04:43Z,66137d41e10537e73df51f4f
6613824114564315c8402089,'SQL',Lief Spuffard,Employee,2024-04-08T14:59:16Z,66137d41e10537e841ea2c07
6613824114564315c840208d,'Git & Version Control',Devinne Justis,Intern,2024-05-27T19:48:38Z,66137d41e10537e752949dee
6613824114564315c8402094,'SQL',Florina Stoving,Intern,2024-05-26T11:15:35Z,66137d41e10537e740772b7e
6613824114564315c8402094,'Python & Web Scraping',Ber Baike,Employee,2024-04-05T12:55:27Z,66137d41e10537e7916ba00f
6613824114564315c8402093,'ML Basics',Myles Sondon,Intern,2024-04-10T22:30:00Z,66137d3ce10537e70a816ab3
6613824114564315c840208e,'HTML & CSS',Winfield Ronchka,Intern,2024-04-08T14:55:54Z,66137d41e10537e6dda6ca5a
6613824114564315c840208f,'Power BI',Dennet Villar,Intern,2024-05-19T08:31:38Z,66137d41e10537e71b41a89c
6613824114564315c840208d,'Node JS',Frieda Durbin,Intern,2024-05-03T06:16:59Z,66137d41e10537e71b41a8af
6613824114564315c8402094,'Data Warehouse - ETL,Tiena Escott,Intern,2024-04-20T01:43:12Z,66137d41e10537e80985c23d
6613824114564315c8402093,'OS & Networking',Rowney D'Ambrogi,Intern,2024-04-26T05:49:12Z,66137d41e10537e7a67f3ce0
6613824114564315c8402099,'DBT',Alisun Kepling,Intern,2024-04-04T11:51:05Z,66137d3ce10537e85f4fe2ce
6613824114564315c840208c,ADF',Dael Forster,Employee,2024-04-15T18:10:48Z,66137d41e10537e8c57ab201
6613824114564315c8402096,'SQL',Reynard Segar,Intern,2024-05-26T11:16:18Z,66137d41e10537e7c52101ef
6613824114564315c840208e,'React JS',Clementius Cypler,Employee,2024-05-23T10:17:55Z,66137d41e10537e80c7b84d5
6613824114564315c840208e,'ML Basics',Cathyleen McGavigan,Employee,2024-05-16T20:25:21Z,66137d41e10537e752949de1
6613824114564315c840208a,'UI / UX Concept Figma',Samantha Bourgourd,Intern,2024-05-30T02:34:39Z,66137d41e10537e8d6b75c3d
6613824114564315c840208e,'HTML & CSS',Kingsley Wookey,Intern,2024-05-28T07:26:37Z,66137d3ce10537e85f4fe2cb
6613824114564315c8402096,'Quality Assurance Basics',Delmore Bony,Intern,2024-05-05T19:00:14Z,66137d41e10537e83e6ca332
6613824114564315c840208c,'Cloud Platforms',Rosana Pimm,Employee,2024-05-31T20:06:29Z,66137d41e10537e7c52101f2
6613824114564315c8402089,'React JS',Celinda Hylden,Intern,2024-04-14T01:31:01Z,66137d41e10537e6c405f67e
6613824114564315c8402097,'DBT',Dino Broader,Intern,2024-04-12T17:45:41Z,66137d41e10537e8d6b75c3c
6613824114564315c8402092,'SQL',Far Scullard,Intern,2024-04-26T01:00:06Z,66137d41e10537e8b1b75e24
6613824114564315c8402086,'Node JS',Jeno Godar,Employee,2024-04-23T17:43:47Z,66137d41e10537e875099a59
6613824114564315c840208d,'Node JS',Liam Mangham,Intern,2024-05-31T11:23:19Z,66137d41e10537e82b6ef5b6
6613824114564315c840208d,'UI Path / Microsoft Power Automate',Aleen Garmey,Intern,2024-04-04T10:53:10Z,66137d41e10537e875099a5d
6613824114564315c8402091,'Quality Assurance Basics',Isadore Hankins,Employee,2024-04-06T23:16:26Z,66137d41e10537e7e7de052d
6613824114564315c8402095,'Node JS',Trumaine Emma,Intern,2024-04-03T00:01:38Z,66137d41e10537e8a3bcefb7
6613824114564315c840209a,'UI / UX Concept Figma',Kory Basnall,Intern,2024-04-11T21:15:41Z,66137d41e10537e6dda6ca5e
6613824114564315c8402088,'Git & Version Control',Bent Baldick,Intern,2024-05-03T21:15:26Z,66137d41e10537e83e6ca33c
6613824114564315c8402094,'ML Basics',Gary Rizzotto,Intern,2024-04-10T00:10:42Z,66137d41e10537e875099a55
6613824114564315c8402095,'DevOps Operations',Arabel Wilcox,Intern,2024-04-22T13:04:28Z,66137d41e10537e73df51f50
